,emo_text,text_v,text_a,speech_v,speech_a,fusion_v,fusion_a
53,然后再如果稍微有一些比较好的时时间的话😬，可能会跟朋友一起出去玩一下😬。,1.4930817610062892,1.0433962264150942,0.0,0.0,0.09157889336780799,0.06399721318331653
54,嗯😬,0.23836477987421384,0.1716981132075472,-0.215,0.211,0.004222753347534997,0.01906046883140597
55,但是很少特别的少了！😬自从有了他！😅,-0.7465408805031446,0.3635220125786163,-0.239,0.239,-0.02246067175434212,0.017894883924778206
56,那你们一般互动的时间在哪一块啊😅。,0.41069182389937103,0.41572327044025154,0.0,0.426,0.004895664125952767,0.08175243898538047
57,周六周天😬，然后有时候也嗯晚上的时候也陪着疗法😬，就说陪他看看书😬，啊比如说你看唉😬。,0.9513926325247081,0.6251572327044025,0.0,0.0,0.006566467790422214,0.0043148062032068914
58,前两天还买了几本书！😅,0.06477987421383646,0.055345911949685536,0.0,0.426,0.0007722104210920903,0.07745654994377107
59,哇🤚,0.23836477987421384,0.1716981132075472,-0.239,0.665,0.000629001089470483,0.29456275334753507
60,以前的时候😅,-2.413207547169811,0.6918238993710691,0.0,0.426,-0.028766712482818944,0.08504370476071473
61,陪他做😬，唉呀不要logo😬。,0.4270440251572327,0.6488469601677149,0.0,0.0,0.0027001625183881526,0.0041026033354989375
62,啊一样😅。,-2.413207547169811,0.6918238993710691,0.0,0.426,-0.028766712482818944,0.08504370476071473
63,有时候呢就陪他就说嗯读读英语啊什么你看那个平板电脑😅，,-0.2966457023060796,0.4911949685534591,0.0,0.426,-0.0035361739347744598,0.08265210161189553
64,然后还有一些小的时候有一些那个点读点读笔对点读笔这种就是陪他读😬，因为现在小学了😳，吗必须就说是要😳,0.14654088050314465,0.200377358490566,0.4570000000000001,0.4570000000000001,0.10087397983566651,0.10399996888009744
65,你都给他😅,-2.413207547169811,0.6918238993710691,0.0,0.0,-0.03649606856348781,0.01046277701846145
66,陪他读😅，就我比如他不能舍字或者是拼不好的拼音😅，我就在旁边陪他就埤😬。,1.4619496855345915,0.8512578616352201,0.0,0.426,0.01742721479445208,0.08694424205922778
67,拼一些啊或者怎么样？👀,0.359748427672956,1.1119496855345912,0.672,0.672,0.30574314152192933,0.31470977903286274
68,等于是他😅。,2.3251572327044023,2.3974842767295597,0.0,0.426,0.027717106085218043,0.105376080119955
69,然后有障碍再问你😐，对对对对对😬。,1.1251572327044026,0.7537735849056604,-0.5,-0.5,-0.05563603164942179,-0.07720024345709067
70,每天晚上😳,1.2830188679245282,0.6949685534591195,0.0,0.0,0.2500328598718418,0.13543446576391435
71,基本上🙊,0.5150943396226415,0.23773584905660375,0.43300000000000005,0.911,0.08678530040609775,0.7538849614457079
72,反正不是英语😅，,-1.2446540880503145,0.7540880503144655,0.0,0.426,-0.014836936148944147,0.08578592642758964
73,读多久呀大概可能得一个一个多小时一个多小时？😳,-0.46163522012578617,-0.8830188679245283,0.672,0.672,0.2959518132700238,0.29092869693864803
74,等于他8点回来😐。,0.23836477987421384,0.1716981132075472,-0.5,-0.5,-0.10712720632988436,-0.11099817407181985
75,对预防因素😬，对啊😬。,1.1223270440251574,1.0044025157232703,0.0,0.0,0.012537517248927713,0.01122018214992298
76,而且是完全没有自由的时间😅，基本上都是不对😬。,-0.41425576519916146,-0.05262054507337525,0.0,0.0,-0.08036887886009571,-0.01020879989569029
77,就这个然后嗯读读那个那个那个英语、😅就语文和英语这样对😅，,-0.2811320754716981,0.5270440251572327,-0.215,0.211,-0.025941580188679248,0.039693457267194164
78,然后呢😬。,0.5150943396226415,0.23773584905660375,0.0,0.0,0.0034863302441261283,0.001609075497288982
79,然后的话可能就是一起就是怎么说呢😬。,1.2830188679245282,0.6949685534591195,0.0,0.0,0.060090620571418854,0.03254908614285188
80,聊聊他们学校的事啊或者怎么样😬，你把它打进去吗？😬,0.7606918238993711,0.43333333333333335,0.0,0.0,0.005959122200970896,0.0033946549784778404
81,已经被砍完了👊。,-0.6899371069182391,0.43522012578616354,0.672,1.098,0.2932303338248157,1.320174669049107
82,开始我可以说那个咏春你不被骂😅，不然你们小😅。,0.4448637316561845,0.36540880503144657,0.0,0.426,0.005303011370735974,0.0811526639010371
83,我跟你说🙊。,1.2830188679245282,0.6949685534591195,-0.239,0.665,0.061286335234327444,0.32494619826536825
84,不是👊。,-0.6899371069182391,0.43522012578616354,0.672,1.098,0.2932303338248157,1.320174669049107
85,不好意思没关系😅。,0.5150943396226415,0.23773584905660375,0.0,0.426,0.006140197425965263,0.0796307346245158
86,临时他他喜欢💟，但是单子没事！💟,1.1333333333333333,0.5663522012578616,1.0,1.0,1.0085950413223141,1.0001606112583814
87,没事的没事的！💟,0.920125786163522,0.03522012578616352,1.0,1.0,1.0054233588024326,0.9922594729455793
88,是考验我们的思路😬，,-0.9088050314465409,-0.5553459119496856,0.0,0.0,-0.010991416752196006,-0.006716554319854032
89,到一个全进去了😬，就😬,2.339308176100629,2.2163522012578616,0.0,0.0,0.020626410551376203,0.01954226933271938
90,我们别吵🤚。,-0.18679245283018867,0.22955974842767296,-0.239,0.665,-0.024057547906269017,0.2979224611990262
91,好不好吃没关系的😬，没关系😐。,1.0581761006289307,0.5946540880503145,-0.5,-0.5,-0.05952525867315885,-0.08643944004869142
92,嗯然后他几点睡觉！😐,0.41069182389937103,0.41572327044025154,-0.5,-0.5,-0.09712111990261717,-0.09682897139379185
93,基本上9:😬30的样子😬。,1.339308176100629,0.959433962264151,0.0,0.0,0.01130958375873354,0.008101793859567042
94,否则他读完书就差不多要17岁了😅，对呀😅。,-0.04171907756813412,0.489937106918239,0.0,0.426,-0.0004973135074347115,0.08263710723478694
95,基本上都这个时间😅，不然话第2天起来😅，,0.08411949685534587,0.26289308176100634,-0.239,0.239,-0.012558759971260778,0.016695333756091467
96,噢那早上很早😬，7点差不多7点过7:😐15的样子😬，他差不多就就该起来了👀。,0.4871069182389937,0.07651991614255764,0.0,0.0,0.13258646754891742,0.020828087219864372
97,但是我的儿子摸呀真的是8:😅15😅，上课😅，他8:😅12才出门😅，那还好就没劲😅，对就那个不断就能到吧！😅就就就就那对面😅。,0.629979035639413,-0.006219426974143972,0.0,0.426,0.007509683868549295,0.07672265848640093
98,面跟我以前的状况差不多！😅,0.23836477987421384,0.1716981132075472,0.0,0.426,0.0028414344620767214,0.07884352982631514
99,他也是直接看到那个我都是提前5分钟才出门👊，特别恼火！👊呀👊,-1.7360587002096437,0.819916142557652,0.672,1.098,0.19287186385879496,1.3286595102130252
100,一天喊一天我们家就听到我们家这这层楼就在闹😬，,0.5025157232704404,0.575,0.0,0.0,0.004782958121594025,0.005472865410096792
101,起床了快点儿😅，早上不下10次😅，叫他下次晚上😅,-0.7580188679245282,-0.2185534591194969,-0.239,0.239,-0.02259749544545795,0.010956235917780829
102,9:😬30😬，其实你说晚呢也不不算太吧对大人来说😬，啊但是对孩子来说😬，其实我觉得对吧？😬不对😅。,0.373235499650594,0.8546470999301189,0.0,0.0,0.005873711090040933,0.013449819627635388
103,其实那个我们我们那个家长群里面孩子很多都是8:😅30就睡了这么早这么早😅，对😅，啊😅,0.9924528301886792,0.3955974842767296,0.0,0.426,0.011830563538672997,0.08151252895164313
104,那是十十个小时二个小时👊，但对于我们的儿子没办法👊，因为他学习相对要差一些👊，所以呢就说自己就得加把力👊。,-0.40723270440251574,0.5860062893081761,0.672,1.098,0.2700295023250153,1.315077647766281
105,陪他陪陪太子读书👀，啊😳,-0.1248427672955974,1.1864779874213838,0.672,0.672,0.29996655774084724,0.31559819587654636
106,那嗯那我明晚上几点这样😳，我呀我就晚了12:😳00 👀12:👀00👀。,0.6577044025157233,0.7628930817610063,0.672,0.672,0.30929493459952523,0.3105488393852306
107,睡不着睡眠不好呀🤚。,-1.2836477987421384,-0.889308176100629,-0.239,0.665,-0.08774592283018869,0.2329559365489958
108,那他睡了以后你做什么呢！😬,0.23836477987421384,0.1716981132075472,0.0,0.0,0.0015447943630038524,0.0011127410583114824
109,看看手机👀，然后看看电视剧啊聊聊天👀，啊跟老婆👀,1.7157232704402516,1.2913522012578618,0.672,0.672,0.3219070800449832,0.31684835206797457
110,培养培养感情他都他了😅，就这样属于那种视频一下😅。,-1.0874213836477986,0.43176100628930814,0.0,0.426,-0.012962639010371112,0.08194361729351493
111,不视频就微信聊微信😅，对聊聊😬。,-0.2732704402515722,0.8647798742138364,0.0,0.0,-0.0025219600209098643,0.007980886142119831
112,家里的杂事👊，儿子又考多少分了👊，又得报班了👊。,-1.4903563941299793,0.5163522012578616,0.672,1.098,0.2836889118580533,1.3211418063726106
113,这个原因这这个月的钱又不够用了😅，就一天啰里8嗦嗦说些这些呗😅,0.11509433962264148,0.23522012578616353,0.0,0.426,0.0013719855054354618,0.07960074587029864
114,家里扎长了没没没聊的呀是吧？🙈,0.4367924528301887,0.47704402515723265,1.0,1.0,0.9992897887544663,0.9995304958315051
115,那就聊先这些👊。,1.1754716981132076,0.740880503144654,0.672,1.098,0.3154669950768462,1.323818302686493
116,那早上起床这么难😅，有设闹钟什么的😅，,-0.3345911949685535,-1.6965408805031448,0.0,0.426,-0.003988504310883418,0.05657313122579032
117,自己都会蓰！😬,1.579245283018868,1.209433962264151,-0.239,0.239,0.0052639315194302145,0.027978602530301138
118,其实！👊,-0.18679245283018867,0.22955974842767296,0.672,1.098,0.2828292588679246,1.2943807518441877
119,但是儿子没办法😅，儿子我可能对😅,-0.8211740041928722,0.13584905660377358,0.0,0.0,-0.005809536235700394,0.000961087434448265
120,我自己😅,-1.2446540880503145,0.7540880503144655,0.0,0.0,-0.07307632509609928,0.044274135315928775
121,我看争议可能蒸5分钟7点😳，,1.200943396226415,0.9264150943396228,0.672,0.672,0.31577063121329507,0.31249810840934655
122,每天那个时候碧玺真的是B型睡不着😅，,-0.7455974842767296,-1.699685534591195,0.0,0.426,-0.008887917031113333,0.05653564528301886
123,随随便白天再累😅，晚上都睡不着🤚，啊就为什么呀现在我觉得就是那年轻年轻🤚，,-1.128930817610063,-0.5297169811320754,-0.239,0.665,-0.07876235618381011,0.25383542528910535
124,不是那个那个好像很年轻🙈。,0.025786163522012587,0.20062893081761007,1.0,1.0,0.9968319438350153,0.9978775152009026
125,所以这个是病其实😅。,-1.2672955974842768,-0.9830188679245284,-0.239,0.239,-0.028668343877296016,0.0018434032300387315
126,对😬，是病应该这种应该是叫病😅。,-0.37274633123689727,-0.22914046121593298,0.0,0.0,-0.011095804681012312,-0.006820986792095876
127,没有小孩亚健康😬，十二二姐就更不好亚健康😅，真的呀一年胖子！😅,-0.2143081761006289,0.3053459119496856,0.0,0.0,-0.002408017294129116,0.003430938800586019
128,就是我们这群人我们这群人12点之后的休息👊，,-0.2861635220125786,0.9610062893081762,0.672,1.098,0.2770593258186245,1.3368518413146686
129,我以为就我一个生物钟差嗯里边😬，或者说以前在😬。,-0.8597484276729559,-0.4795597484276729,0.0,0.0,-0.0066448950041235345,-0.003706461185548058
130,你的！😅比如说同事啊就是朋友里面算！😅,1.809643605870021,1.318238993710692,0.0,0.426,0.021571910533549916,0.0925109045607897
131,绝比较晚的就有12点😬。,0.23836477987421384,0.1716981132075472,-0.215,0.211,0.004222753347534997,0.01906046883140597
132,然后在我们里面就正常了😅，对😅。,1.0845911949685534,0.7685534591194968,0.0,0.426,0.012928901661876796,0.08595836176433835
133,我们非常好的💟，对我们12点前睡觉🙈，就就觉得简直拉了！🙈,1.061425576519916,-0.12997903563941304,1.0,1.0,1.0030251363379927,0.9959004575941829
134,其实不好😅，就说现在我们这一代年轻人😅,0.41111111111111115,0.6886792452830188,0.0,0.426,0.00490066225165563,0.08500621881794328
135,得病就是因为我觉得熬夜啊皮肤不好😅，啊就是这种😅，真的很多病因就是这样来的😅。,-0.6106918238993712,-0.10283018867924537,0.0,0.426,-0.00727977008621767,0.0755710070223666
136,所以一定要早早睡👊，其实提醒过自己👊，但是就是没办法睡不下👊，呀吃安眠药都睡不下👊，都一个人在那看听歌都能听听一晚上的那种👊。,-0.42490566037735855,-0.13106918238993712,0.43300000000000005,1.3370000000000002,0.05389199746195986,2.3052731632805856
137,自己手机上听歌吗！😅,1.2830188679245282,0.6949685534591195,0.0,0.426,0.015294264650755967,0.08508119070348619
138,手机上有时候有那个蓝牙音箱😬，那个时候用的嗯什么蓝牙音箱😬。,0.23836477987421384,0.1716981132075472,0.0,0.0,0.0025155652594734306,0.0018120034718634476
139,就是一般的表达想法想法😬，,-0.10251572327044026,-0.2679245283018868,0.0,0.0,-0.003951242334753821,-0.01032655972150385
140,唉放到这个😬。,0.7606918238993711,0.43333333333333335,0.0,0.0,0.016782149423027838,0.009560066930521853
141,那儿子睡了！👊会不会吵到儿子带！👊,0.6588050314465409,-0.7138364779874214,0.672,1.098,0.3319284676323799,1.2396029064394403
142,现在我在那个隔壁😬，所以就炒不了！😅他！😬这两天在隔壁！😅因为😅。,-0.5628930817610064,1.2432704402515724,0.0,0.0,-0.007249314305830197,0.016011669854486182
143,睡眠太不好了😐，确实太老火了😐。,-0.5691823899371069,-1.9443396226415093,0.0,0.0,-0.06901626688392562,-0.23576109289685748
144,这个是手哪里买的？😬,0.41069182389937103,0.41572327044025154,0.0,0.0,0.004780197226551657,0.004838760132849381
145,网上买的😬。,1.850314465408805,1.1905660377358491,0.0,0.0,0.045141379298013457,0.029045761730502877
146,淘宝买的1😬。,1.4163522012578618,1.278616352201258,-0.215,0.211,0.07262202297626294,0.08333314077297625
147,多少钱买的？😐,0.23836477987421384,0.1716981132075472,-0.5,-0.5,-0.10712720632988436,-0.11099817407181985
148,好像我看看56😬。,-0.46163522012578617,-0.8830188679245283,0.0,0.0,-0.004224664914231968,-0.008080966675179406
149,10块钱吧很便宜😅，这个哦这么便宜😅，但是很便宜😅。,-0.4941299790356395,-0.02725366876310273,0.0,0.426,-0.005890291140822192,0.07647191918030738
150,当初为什么想要买它？😐,-0.46163522012578617,-0.8830188679245283,-0.5,-0.5,-0.14777236762020693,-0.17223980523432744
151,就觉得耳机听着不安逸😅，,1.2830188679245282,0.6949685534591195,0.0,0.426,0.015294264650755967,0.08508119070348619
152,然后就对对听力不好👊，其实👊,-0.06823899371069181,0.05471698113207546,0.672,1.098,0.3006413047107335,1.3156388699737602
153,嗯长期不是我😅。,0.8990566037735849,0.4663522012578616,-0.239,0.665,0.03899175215459525,0.3116717003956178
154,就走到路上就要喜欢听耳机！😅,1.2830188679245282,0.6949685534591195,0.0,0.426,0.015294264650755967,0.08508119070348619
155,那我就发现厅长了😅，时间以后就发现那个😅,1.1682389937106918,0.6569182389937107,0.0,0.426,0.013926027739597651,0.08462761079595152
156,耳朵不是特别的灵敏👊，而且别人说话他听几遍才听得清楚！👊,-0.9632075471698114,-1.15062893081761,0.43300000000000005,1.3370000000000002,0.02263575887401098,2.2460729198234946
157,这样子😬，,1.1754716981132076,0.740880503144654,0.0,0.0,0.04069119735987219,0.0256469933065433
158,保护耳朵👊，对对对对对对👊，包括孩子有时候那个时候用没有买平板的时候👊，用的是APP👊，电手机的APP👊。,1.6225187912256487,1.2947998159226874,0.672,1.098,0.3878860407808442,1.3562334009245434
159,其实那个声音特别的小👊，听得不是很清楚👊，所以后面就买了那个平板👊。,0.43805031446540876,0.5040880503144654,0.43300000000000005,1.3370000000000002,0.10399911858186246,2.3421532606634217
160,但是我觉得声音还是比较破😅，感觉比较破音😅，嗯慢慢的是哪一块？😅,0.9940251572327043,0.7045597484276729,0.0,0.426,0.011849306510058728,0.08519552282893915
161,那个读书网的！😅,-1.2446540880503145,0.7540880503144655,-0.215,0.211,-0.08188801962872795,0.05287665872793671
162,疏朗的对！👀,1.0911949685534592,0.39182389937106915,0.672,0.672,0.3144623718105711,0.3061254981381982
163,然后就是也是为了他那个学习英语！😅,-1.089308176100629,-0.2647798742138365,-0.215,0.211,-0.0728679344187462,-0.006283414309190506
164,拿下来啊弄的有点没关系😬。,2.3534591194968555,2.0352201257861635,0.0,0.426,0.02805447957016119,0.10105769951268274
165,我觉得明天再看吗😬，是吧？😬,1.2871069182389938,0.6672955974842767,0.0,0.0,0.062386559572033276,0.03234407022034073
166,嗯了解😅。,0.7176100628930817,0.13647798742138365,-0.45399999999999996,0.44999999999999996,-0.04889038086427265,0.0961100121728545
167,那我们这营销员都是放卧室的😅，现在怎么又放回可以吗！😅,0.41069182389937103,-0.09402515723270444,0.0,0.426,0.004895664125952768,0.0756759676621267
168,有时候想听听歌呀就发片吗😬，对😬。,1.4685534591194969,0.9971698113207547,0.0,0.0,0.015306127505676885,0.010393090004390022
169,孩子有时候想听听故事啊什么的😬，有时候就放给他听一下手机上😬。,1.229245283018868,0.7179245283018867,0.0,0.0,0.018214053847830987,0.010637678417651099
170,对对😬，就是那个蜻蜓吗！😬,1.349685534591195,0.9867924528301887,-0.215,0.211,0.06875105523432745,0.06638852726110772
171,嗯增加上对对对对是😅。,1.4163522012578618,1.278616352201258,0.0,0.426,0.0168836686242659,0.09203858168186929
172,这样😅，那也是晚上吗！😅,0.10157232704402513,-1.0471698113207548,0.0,0.426,0.0012107959515181804,0.06431397840809695
173,比如说周六周天就白天晚上的时候😅，有时候很少现在很少给他放😅，,0.8425576519916143,0.751153039832285,0.0,0.426,0.010043733599900037,0.08575093954766962
174,特别少嗯😅。,0.920125786163522,0.03522012578616352,0.0,0.426,0.010968386854929402,0.07721663991003373
175,那我们周六周天一般是干嘛？😅,0.23836477987421384,0.1716981132075472,0.0,0.426,0.0028414344620767214,0.07884352982631514
176,嗯你说跟孩子吗？😅,0.3767295597484277,0.20471698113207548,0.0,0.426,0.004490815944020992,0.07923713222541547
177,或者您自己就是周六周日😅，刚才聊的是工作日😅，典型的一天😅，嘛周六周日大概会什么时候起床😅，啊白酒什么行程😅，,0.8640251572327043,0.20150943396226412,0.0,0.426,0.010299637635886543,0.07919889656378858
178,还是7点起床😅，,0.4594339622641509,1.217610062893082,0.0,0.0,0.011963676225201433,0.031706608038316195
179,然后先躺在床上玩玩手机😅，,-0.20754716981132076,-2.510062893081761,0.0,0.426,-0.0024740722229164066,0.04687551783081344
180,问问老公你起来没有👊，你在干什么？👊嗯👊,0.4371069182389937,0.2148846960167715,0.43300000000000005,1.3370000000000002,0.10394434073645774,2.3253608078332326
181,然后就起床😬，然后有时候会早上带着孩子看看老师😬，电影😬，下午呢就会就是说嗯在外面😬。,0.5827044025157233,0.28789308176100625,0.0,0.0,0.013090681770034286,0.0064676304157940566
182,图书馆呀什么或者跟朋友两个人一起就逛逛街😅，带着小孩！😅,1.339308176100629,0.959433962264151,0.0,0.426,0.015965263026365112,0.08823375849056603
183,玩😅。,1.2830188679245282,0.6949685534591195,-0.45399999999999996,0.44999999999999996,-0.01606019218502737,0.12853849665246497
184,嗯如果平时在家的时候😬，,0.8990566037735849,0.4663522012578616,0.0,0.0,0.006793532536646588,0.003523892532999962
185,就是做做饭啊什么的😅，然后就跟他还是就听听音乐😅，,1.4421383647798742,0.8232704402515724,0.0,0.426,0.017191053354991877,0.08661061716856178
186,听听那个蜻蜓什么听听😬，对😬，然后就是读书陪他做作业😬，真的是😬，现在我跟说小学一二三年级的有些企业都不会做了😬，我😬。,0.5058400718778077,0.7615453728661276,0.4570000000000001,0.4570000000000001,0.10084179522768252,0.10388993788847044
187,真的吗？👊噢对👊，今天先别叫我知道交到龙龙就是那那个三年级就有了好像👊。,0.3476415094339622,0.6762578616352201,0.672,1.098,0.3055988206422592,1.3230479665625394
188,对🙈，特别的脚脑袋🙈。,1.250314465408805,1.3128930817610063,1.0,1.0,1.0041547044443053,1.004528928728139
189,只能我都没办法😅，有些时候我还得唉呀老公你赶快看一下这个题咋组溜😬，,-0.5852201257861636,-0.5493710691823899,0.0,0.0,-0.04191507248665704,-0.03934746460730244
190,嗯特别是那个时候没有送托管的时候😅，,-0.6088050314465409,0.5616352201257861,-0.239,0.665,-0.04856150408399269,0.3172042627814973
