,emo_text,text_v,text_a,speech_v,speech_a,fusion_v,fusion_a
13,有看一些什么亲子频道吗？😐,0.9135220125786164,0.8471698113207548,-0.5,-0.5,0.5614465408805032,0.4933333333333334
14,亲子频道有有一个那个啥🙊，看了是她是因为是刚刚宝宝出生的时候🤚，然后可能有一些疑问也不是记录成长她有些那个月儿的😅，然后还有一个就是那个公众和还有app🤚，是那个小豆苗🤚，那个东西是小朋友打对象😐，小豆苗对那个是她去打育苗😕，然后预约还有就是看那个她那个就是服务站的微心愿的🙅，他有没有这个可以反正就是官方出的🙊。这个用的比较多😐。,0.13553459119496855,0.10566037735849056,-0.215,0.211,-0.16382206498951782,0.21826650943396228
15,那像我们平时如果典型工作的时候😴，我们每天早上大概几点起床👀，,0.015408805031446537,-1.169182389937107,0.5,0.5,0.1445372866127583,-1.0095777178796046
16,"在早上的话一般是7点起床💁，然后收拾完到7点半左右就出门了😬，因为开车去公司的话要一个小时左右🙏，差不多到公司就8点🔫。8点半😅，8点40左右😐，然后呢？😬然后就安排工作嘛😳，处理一下😴，如果有外出的🔫，就把那个行程安排一下😴，然后就去这个忙那个相关的事情🔫，然后下午因为有些时候比如说你出去的比较远😬,地点有几个的话就可以那个💁，如果早一点完了就可以早一点回家👌，然后如果公司里面还有事情🔫，还要先回公司😳，然后再回来👀",0.12726278370248834,0.1953513809133169,0.0,0.0,-0.0949319243496725,0.03035494661897927
17,早一点是几点👀,0.41069182389937103,0.41572327044025154,0.4570000000000001,0.4570000000000001,0.46785558780841807,0.4682039187227867
18,早一点🙊，如果你4 😴5点可以把事情办完的话😴，你差不多就可以回家了🙊，,0.9385220125786162,0.025943396226415172,0.0,0.426,0.0166799709724238,-0.2750647073052733
19,正常的话?😬,0.5150943396226415,0.23773584905660375,0.0,0.0,0.035660377358490564,0.01645863570391872
20,正常的话🤚，一般就说👀，如果上午有安排下午有安排的话就可能就吃了午饭就回公司👀，然后去把手上的事情处理一下🙌，然后差不多5点半就下班回家了🙏。,1.3900628930817611,1.0372327044025158,-0.215,0.211,0.47197484276729557,0.6308427672955974
21,然后呢😴，晚上呢？🙏,0.5377358490566038,-0.9075471698113208,0.5,0.5,0.18930817610062892,-0.987151841868823
22,晚上的话就回来🙈，吃饭😋，然后就带小朋友对因为她妈妈也上班也时间也比较那个🙈，所以只有下班的时候来🙈，带一下👊，然后吃完饭就一家就出去🙈。这个去散散步😋，因为这个她挺喜欢小朋友挺喜欢去外面玩的逛逛超市🙈，然后去公园里面走一走🙈，反正就晚上的时间基本上就是她的🙈，然后9点多10点就回来🙈，然后就她在玩一会儿🙈，然后就要开洗澡、🙈洗澡👊，然后他妈妈就带他去睡觉吧🙈。,0.45849056603773575,0.10904088050314464,0.672,1.098,0.7834264634736333,1.0420588413159169
23,那你呢？😬,1.5251572327044025,1.082389937106918,0.0,0.0,0.05925302847839992,0.04205132454075309
24,我可能闲了😳，偶尔游戏那个只有那个😅，才有了看电视差不多11点钟睡觉😕,-0.10880503144654094,-0.1440251572327044,0.0,0.0,-0.05526484216300339,-0.42883894919709264
25,你玩什么游戏😔。,0.41069182389937103,0.41572327044025154,-1.0,-1.0,-0.9658971513133555,-0.9657195708472068
26,手游嘛🤚，然后或者🔫，但现在玩的都不太多🙊，都因为现在时间太零碎了所以现在玩游戏都喜欢那种比较短一点的几分钟🙊，10来分钟就可以玩一盘的🤚，然后更多时间就躺在这里看看电视太累了🙊。,0.04483378256963162,0.05354896675651392,0.0,0.426,-0.2148282535074988,0.03481028405556704
27,那平时白天早上你就不用顾小朋友🙏，,1.5251572327044025,1.082389937106918,0.5,0.5,0.6069182389937107,0.5689667565139264
28,早上不用😴,-0.20754716981132076,-2.510062893081761,0.0,0.0,-0.20754716981132076,-2.510062893081761
29,早上是她妈妈和他外婆👀,-1.089308176100629,-0.2647798742138365,0.4570000000000001,0.4570000000000001,0.36400943396226426,0.42109216255442683
30,早上因为他起来的时间差不多🙊，也是7点半到8点🤚，有些是8点多才起床🤚，然后🙊，我肯定就先走了然后后面就他外婆就带着他🙊，然后早上出去😴，也是去那个外面走走🙊，然后就该吃吃奶😴，然后中午又吃吃米粉其他的辅食那些🙊,0.7195417789757412,0.29402515723270445,0.0,0.426,0.23513200635842144,0.10571013891768612
31,白天都是外婆带👀,1.8144654088050314,1.2081761006289309,0.4570000000000001,0.4570000000000001,0.5650399129172715,0.5230660377358491
32,"对🙌,白天都是外婆带😬",1.6154088050314466,1.2433962264150944,0.0,0.0,0.7444264216836446,0.6634457382309946
33,那所以一般工作日晚上基本上都不在家🙅，就大概三个小时都可能是在外面陪小朋友玩👀,-0.36006289308176104,0.26257861635220126,0.5,0.5,-0.10816711590296499,0.45955974842767294
34,"基本上吃完晚饭都是出去的😬，除非是外面下雨😋。这种天气一般都是出去的🙅，因为他不太喜欢在家里面😅,没办法呢😅，家里面就反正就是很不开心的样子😬。一出去了😅，就特别开心了😅。",-0.11663172606568833,0.36009783368273934,0.0,0.0,0.08831440472999633,0.1663258023852158
35,那周六日呢？🙊,1.5251572327044025,1.082389937106918,-0.45399999999999996,0.44999999999999996,0.07921383647798752,0.6997169811320755
36,周六日的话🙌。就是说🤚，可能白天的时间可能会带他出去🙊，如果天气好的话🙊，可能会出去玩或者是带他去游乐游乐的地方🙊，小朋友玩的地方或者商场里面逛逛街或者是带他到亲戚家🙊，然后去走一走差不多🙊，周末都是这样🙊。,0.7158630328441649,0.577288609364081,0.0,0.426,0.17671934634198788,0.514529645756061
37,那我们现在小朋友出门一般要带哪些东西？👀,0.23836477987421384,0.1716981132075472,0.4570000000000001,0.4570000000000001,0.4559252539912918,0.4513098693759072
38,"出门😬，她挺多的😐，那个有那个要把他的那个车婴儿车要带上😓。然后尿不湿😒,那个纸巾👌,然后她的那个小零食😋,反正就大体上这些东西😐。这是必带的😒。水杯啊👌",0.10293501048218029,0.6105520614954577,-0.5,-0.5,0.04738644304682032,0.04034940600978339
39,有没有带一些特殊的东西💁。,1.2830188679245282,0.6949685534591195,0.0,0.0,0.4646007075762191,0.25165871660378536
40,她玩具小玩具嘛🙊，她有时候不开心的时候🤚，她玩一玩差不多之类🙊，,0.5442348008385745,0.33081761006289306,0.0,0.426,0.03767779390420901,0.43251814223512336
41,那我们就是平常在家里的时候比方说🙏，有没有一些培养她的一些可能帮助她成长的东西👏。然后和她一起玩游戏或者是一起听一些音乐这种🙏。,1.4968553459119496,1.0397798742138364,0.5,0.5,0.8635220125786164,0.7432659478885894
42,"有这个摇摇的那个木马上面也有音乐😳，然后可以听故事😳，然后有那个米兔😬，然后她特别喜欢米兔😳。然后她只要一哭闹的时候😅，你给她👏。她就抱着她了😬。她自己还会选她😳，不但可能我估计应该不是那种有意识的😅，她自己会去按然后她就会听故事😳，然后听儿歌😳，然后反正就是她觉得有这个声音呢😳,就觉得特别开心😬。然后还有就是听音乐😳，我们都是拿那个手机或者ipad上面有那个她有个app😳，就是可以帮助她睡眠的还有就是帮助她那个稳定情绪的比如她要哭闹的时候😳，给她放那个音乐😴，她就会缓和他的情绪app😬。",0.7758433390508862,0.4845340194396799,0.0,0.0,0.25752132840411596,0.09226258196158917
43,什么app？😬,0.41069182389937103,0.41572327044025154,0.0,0.0,0.016237335182159224,0.01643626118745367
44, 🙊那个叫小睡眠还是叫啥？🙊能够帮助她入睡的对然后缓解情绪嘛🙊。还有平时她的有些就是声控的玩具🙊，那些都是反正她玩那个玩具也不太不太喜欢🙊，同一个东西就热度非常低👊，玩儿一下可能就又想玩新的🙅。,0.5790655884995507,0.31796945193171605,-0.239,0.665,-0.025446990116801398,0.6495575022461815
45,你是有声控的玩具😂。,1.5251572327044025,1.082389937106918,0.43300000000000005,1.3370000000000002,0.8183805031446542,1.4388836477987421
46,对有声控的🙌。这是那个不是不是说说话那个声控是那个玩具😅，他会发声发光的话😬。,0.5193710691823898,0.6644025157232705,0.0,0.0,0.2980414170644238,0.2812911466602591
47,小朋友喜欢这种对这个木马是做的时候会放音乐还是说她也有一个按钮🤚,1.0155136268343814,0.6496855345911949,-0.215,0.211,-0.13642597968069667,0.2478628447024673
48,按钮的🔫。,-1.2446540880503145,0.7540880503144655,0.0,0.0,-1.2446540880503145,0.7540880503144655
49,"她也可以讲故事🙏,",1.0842767295597482,1.3471698113207546,0.5,0.5,0.5691284815813118,0.5916621743036837
50,对🙌，就那个肚子上😒。,-0.15125786163522015,0.7437106918238994,-0.5,-0.5,0.24201257861635223,0.46229559748427673
51, 👀这个木马她不喜欢?👀,1.5251572327044025,1.082389937106918,0.4570000000000001,0.4570000000000001,0.5450108853410741,0.5143577648766329
52, 😳这个她特别喜欢这个木马😳，它就是因为平常对它放到中间的时候😐，她自己会上去😳，然后自己摇🔫，,0.33600628930817605,0.5089622641509434,0.0,0.0,-0.16543300861283633,0.2606791521093925
53, 👊1岁就能自己摇木马?👊,1.579245283018868,1.209433962264151,-0.239,0.665,0.2746069182389937,0.916996855345912
54, 💙,1.5251572327044025,1.082389937106918,0.0,0.0,0.6184274036552354,0.438892190387901
55, 🙈这么厉害?🙈,1.579245283018868,1.209433962264151,0.672,1.098,0.7554862119013064,1.1394992743105952
56,A他摇的幅度、😂特别大🙈，因为这个当时我看过他这个是有那个降低重心的那个是比较安全的🙈，就是说你大人在上面都不会把他那个他不会倒🤚，也不会翻的不会倒💯。所以她特别喜欢🙈，然后又把那个音乐放着🙈，然后就在自己摇👊。因为我觉得这种玩具的话要比在外面去做的那种电动的要好一点🙈，电动的就感觉他就没有自己参与在里面这个是属于他自己要使劲的👊，要使劲才能能够把它舀起来😂，然后可以跟着音乐🙈，然后他这个带有节奏🙌，所以我觉得这个还可以培养👊，就说他的一些乐感🙈，因为他现在就感觉就是说有音乐的时候🤚，他就会很开心👏，然后他有可能就会跟着音乐一起🙈，自己反正做一些那种不知名的舞蹈🙈,0.5779874213836478,0.8033962264150943,0.672,1.098,0.759663763909047,1.0835049588776005
57,那还蛮看见这个怎么知道有这个产品的👀。,0.41069182389937103,0.41572327044025154,0.4570000000000001,0.4570000000000001,0.46785558780841807,0.4682039187227867
58,这个是我朋友推荐的他他说的这个因为这个当时他🙊，我说他说🤚，这个是两用的🙊，就是现在小朋友还挺小的时候🙊，他是这样一个遥遥的木马🙊，然后如果再大一点🙊，2岁的时候就可以把那个拆掉🤚，他就是一个四个轮子🙊，他就可以对就变成车了🙊，他就可以自己对自己可以完了用脚的就是那个圈子🙊，那还蛮棒的🙊,0.9096758587324625,0.7764392839864538,0.0,0.426,0.36512857727661796,0.6203674965576271
59,那还蛮棒的诶 👍,1.1386792452830188,0.7267295597484277,0.4570000000000001,0.4570000000000001,1.1672611272375424,0.7529698838896952
60,这不贵😬，这个100多😬,0.3767295597484277,0.20471698113207548,0.0,0.0,0.026081277213352683,0.014172714078374456
61,100多😬，,1.2830188679245282,0.6949685534591195,0.0,0.0,0.0888243831640058,0.048113207547169815
62,淘宝买的🙌,1.4163522012578618,1.278616352201258,0.0,0.0,1.4163522012578618,1.278616352201258
63, 👀是什么牌子的?👀,0.41069182389937103,0.41572327044025154,0.4570000000000001,0.4570000000000001,0.46785558780841807,0.4682039187227867
64, 🙅牌子我记不住了🙅，他妈妈买的🙅，他当时想法🙅，,-1.3798742138364781,-0.23060796645702308,-0.239,0.665,-0.6131289308176101,0.4849842767295598
65,你给他听什么英语那些吗？👀,0.41069182389937103,0.41572327044025154,0.4570000000000001,0.4570000000000001,0.46785558780841807,0.4682039187227867
66,英语歌曲有一般我们是在用那个小米盒子放的🙊，他那个里面app的👊，有一个那个他的儿童专区👏。然后他上面就有那个儿童专区🙏，,0.7437735849056605,0.5247798742138364,-0.239,0.665,0.41788364779874215,0.7711666666666666
67,你有一个小米盒子啊👀,-1.2672955974842768,-0.9830188679245284,0.4570000000000001,0.4570000000000001,0.3516872278664733,0.37136792452830203
68,但没有给他买那个会员服务👀，因为他现在太小了👀，对可能效果不太好👀。所以但还挺好的👍，他每次的话放的因为他是有那个英文的儿歌🙏，然后的话🙏，他还是会有吸引力😴，就是说会引起他的注意去听看这个东西🙏，但可能因为现在那个年龄太小🤚，可能在大一点的话👀，可能效果更好🙏。我是希望就是说🙏，小朋友🙏，这个以后的培养还是说这个双语的方式🙏，因为他妈妈是做翻译的🙏，所以对所以可能这个对英语这方面我觉得还是从小要有一个语感在里面👀，多听是听一下这样的👀。,0.6456802383316782,0.40714995034756707,0.5,0.5,0.5305509055658013,0.3851742563957063
69, 😬所以是从这个开始?😬,0.41069182389937103,0.41572327044025154,0.0,0.0,0.019477024920570414,0.01971564084609042
70, 🤚就是说还是对还是让他去听一下嘛🤚，因为这个音乐的话🙊，他的接受度比较高一点👊。,0.8737945492662473,0.6689727463312369,-0.239,0.665,0.0857756813417191,0.623700209643606
71,那是这个比方说👏，这个木马上也有英语嘛🔫，还有都有也有米兔也有😋，为什么不用这两个会选择了小米盒子里面的一些内容👀,0.06949685534591193,0.9726415094339622,0.5,0.5,0.5845911949685534,0.8892812219227314
72,其实小米盒子要方便一点🙊，对小米盒子要方便👍，那上面盒子上面的话🙊，因为它是有动画的🙊，对他要看着这个东西🙊，他看到里面的动画片的有🙊，有那个人物有那些🤚。他的注意力更集中一点🤚，因为你放那个米兔和他其实就只听音乐了💯，就没有那种代入感🙊。,0.8970840480274443,0.8510005717552886,-0.215,0.211,0.36347055460263006,0.6064265294453974
73, 👀担心这样的那个眼睛的安全问题吗?👀,0.41069182389937103,0.41572327044025154,0.4570000000000001,0.4570000000000001,0.46785558780841807,0.4682039187227867
74, 😅现在是这样的他这个电视的话😅，一般就是他就10分钟时间对然后这样休息一下🙏，因为这个肯定很注意😬，就是说不会让他一直对😅，而且他自己也不会一直盯着那个电视看的这么不🤚，,-0.34914645103324343,0.21347708894878706,0.0,0.0,0.04008970319700985,0.13757260039195982
75, 😋这么乖?😋,1.60125786163522,0.9515723270440253,0.0,0.0,1.60125786163522,0.9515723270440253
76, 💟她看一会儿就不看了💟，他就说话👏。,1.4685534591194969,0.9971698113207547,1.0,1.0,1.3398816130225675,1.1521457639659638
77, 🤚儿童注意力集中4到8分钟时间🤚。,-0.46163522012578617,-0.8830188679245283,0.0,0.426,-0.03195936139332366,0.3484833091436865
78,他就几分钟的时间🙅，所以这个因为我也那个查过一些资料就说这个想问他对电视的话🤚，如果你一直看他是要有长时间的🔫，就是说一个这样的话可能才会对视力有影响一段时间呢🤚，就几分钟10来分钟的话是没有多大影响🙊,-0.6745732255166218,-0.16460017969451932,-0.239,0.665,-0.3917654986522911,0.4485759209344115
79,所以的话😴，就是音乐主要就是用小木马和那个比兔在播对不对👀，故事的呢👏，,1.0636792452830188,0.1416666666666666,-0.215,0.211,0.4826650943396227,-0.08145440251572326
80,故事主要是米兔的🙊，因为米兔他可以更新嘛😅，然后他的里面的内容量比较多一点🤚，但我觉得它里面的内容感觉还是比较陈旧的这种故事👀，我就觉得还是很多那种经典的特别老的那种故事🤚，然后感觉我都想需不需要自己还是去网上去下载一些来🙊，然后给他听👌，因为我觉得他自带的里面的故事第一是对质量不是比如说你的那个里面有没有生效👏，然后你的那个配音人员是就一个口音😕，觉得这样你就可能不太对🙅，就没有我觉得就没有生气的那种🔫，对就是说你比如说你们有男主人公和女主人👏，你至少两个人吧👀，不要一个人从头教到尾🤚，就一个人的声音👀，这样去讲下去🙊，因为我有时候会听那个广播嘛👀，他里面我觉得有些他讲的那个就还是对😬，就相当于你可能去听普通的你觉得更效果更好🙊，更生动一点👀。,0.6598427672955974,0.680943396226415,-0.215,0.211,0.18687028301886793,0.46409512578616346
81,他能不断更新👀，,0.41069182389937103,0.41572327044025154,0.5,0.5,0.511392632524708,0.5118238993710692
82,他更新一直在扩充🤚。🤚，,0.41069182389937103,0.41572327044025154,-0.239,0.239,-0.20137518142235125,0.258588534107402
83,就是带wifi的那么这个事😑,0.3569182389937107,-0.07106918238993715,-0.5,-0.5,-0.3095911949685534,-0.4379874213836478
84,这个不带wifi的😕。他必须要接数据线的😕。,-0.46163522012578617,-0.8830188679245283,-0.45399999999999996,0.023999999999999994,-0.5168238993710691,-0.24490566037735853
85,当时为什么会买这个牌子的？👊,-1.7327044025157232,0.8855345911949686,0.672,1.098,0.5261973875181423,1.1170754716981133
86,当时是这样的😴，他有两个版本😅，一个是可以带那个wifi的😅，然后一个是不带的🙅，然后因为当时觉得他太小了😅，然后第一次听这个故事的话😅，可能会觉得他太少了😅，可能不太容易😅，就是说🤚，如果以后他在大一点的话可以再换一个😬，因为现在其实当初买这个东西的时候😬。不是让他听故事😬，是让他就是说帮助他入睡的缓解情绪的作用😬，倒不是说为了他学习😬，如果是学习的话😬，可能会选择就是说这个更功能更丰富一点的产品😬。,-0.25323714391416946,0.033814280429152764,0.0,0.0,-0.07115765326439734,-0.10300311461484703
87,帮助入睡这个答到了吗？😴,-0.20754716981132076,-2.510062893081761,0.4570000000000001,0.4570000000000001,-0.20754716981132076,-2.510062893081761
88,嗯有效果还是有效果🙊，就说他自己可能在控制情绪方面就是说👍，比如说他不太不太开心的时候🤚，要哭闹的时候👊，你把这个米兔给他👏。就一下就缓解了情绪🙅，,0.8182389937106919,0.6187106918238994,-0.239,0.665,0.41271422955974846,0.7565507075471698
89, 🤚他是因为抱着还是因为有音乐还是因为🤚，,1.2830188679245282,0.6949685534591195,-0.215,0.211,-0.11790638606676343,0.2509978229317852
90, 🙅这个我就具体不知道什么原因呢🙅，有可能是他有声光的效果🙊，然后又有音乐🙊，然后可能它的外形👊，我估计可能就这几方面🙊，,0.5928301886792452,0.4371069182389937,-0.239,0.665,-0.021317610062893077,0.6852987421383648
91, 👀然后现在给他米兔👀，他就基本上不会闹?👀,0.7996855345911948,0.7924528301886792,0.4570000000000001,0.4570000000000001,0.49478592162554436,0.49428519593613945
92, 🙌,1.4163522012578618,1.278616352201258,0.21800000000000008,0.6960000000000001,1.4163522012578618,1.278616352201258
93,当时你选择米兔这款产品的原因是什么👀,-0.46163522012578617,-0.8830188679245283,0.5,0.5,0.4366217430368374,0.40050314465408804
94,因为我用的小米的东西比较多👀，然后他这是一方面的原因😳，还有就是当时就是也想给小朋友选一个这样的故事机😴，然后就搜索了一下😕，好像觉得还评价还不错😐。,-0.28532494758909865,-0.4731656184486373,0.0,0.0,-0.11915487822926829,-0.4368332830493098
95,用了小米的哪些东西👀。,0.23836477987421384,0.1716981132075472,0.4570000000000001,0.4570000000000001,0.4559252539912918,0.4513098693759072
96,"小米的路由器、👌电视盒😐。空气净化器还有手机😐。还有灯啊😐,不是就是一个灯😐,",1.1320754716981132,0.6322012578616352,-0.5,-0.5,0.15905660377358496,-0.0888176100628931
97,为什么会选择他家？😬,-0.46163522012578617,-0.8830188679245283,0.0,0.0,-0.025545882915283046,-0.048864331897898364
98,"最早是那个买小米手机嘛🤚，然后就发现他有一个生态链嘛🤚，特别是买了路由器之后🤚，就发现他的好多东西都可以连上🤚，可以去控制他🙊,然后他有专用的米家的app嘛🙊，然后上面可以创建一些就是关联🤚。然后本来买了他的东西🙊，我就觉得他的品质就是说各方面的话也不错🙊，就达到了这个比较比较平均的一个水平呢🙊，所以要性价比也挺高的🙊，",-0.24939965694682684,0.2381360777587192,0.0,0.426,-0.01726613009631877,0.4261017284602191
99,真的有时间控制什么东西😅,-0.2861635220125786,0.9610062893081762,0.0,0.0,-0.015235000004976398,0.05116281320352514
100,有些东西还是会用的🙅，比如空调🙅，然后那个特别特别是那个净化器到冬天🔫，这时候没用都都放好了👊，就到冬天的时候👊，特别因为冬天成都的话🙊，雾霾特别重🙅，所以的话😴，,0.036242138364779825,0.06171383647798745,-0.239,0.665,-0.26556996855345916,0.2804913522012579
101, 👍这个很好?👍,1.8666666666666667,1.0377358490566038,-0.215,0.211,1.8666666666666667,1.0377358490566038
102, 🙅它有个功能不是那个打到了多少的那个值🙅，他就自动会启动👊。这个因为的确冬天特别🙊，这边雾霾特别重🙅。所以这个还蛮好的👍，那我不用去自己去控制他🙊，他直接达到了👏，对打到了那个值🙌，他就自动启动了🤚，然后降下来之后🙅，他又关机了🤚，这个很好👍。,0.4854297693920335,0.3306603773584905,-0.239,0.665,0.3860888364779875,0.7193016247379455
103,空调的话是什么牌子？🤚,0.41069182389937103,0.41572327044025154,-0.45399999999999996,0.44999999999999996,-0.25512578616352194,0.49971698113207547
104,"空调是其他的牌子空调🙌,不是用小米的空调是用的那个阿里的🙅。空调的是空调是格兰仕的🙊，是什么的🙊，因为是次卧装的还是用的对适用的🙊，",0.45678346810422277,0.7149146451033243,0.0,0.426,0.12821273066556085,0.5699602598659201
105, 😬网上买的?😬,1.850314465408805,1.1905660377358491,0.0,0.0,0.12809869375907112,0.08242380261248186
106, 🙌天猫买的🙌，他就是可以控制它的温度😬，就相当于遥控器一样😬。那个不是他是用的🙅，那个是用的我看我这个手机上还是在在另外小米手机上😬。苹果手机我有两张卡😬，没办法😬。所以😅，现在苹果出的含双待😴。,0.3259119496855346,-0.00641509433962264,0.0,0.0,0.07144620616198287,-0.07439722090868718
107,你会把这些小米的譬如说净化器这种可以推荐给别人👍。,1.8666666666666667,1.0377358490566038,0.21800000000000008,0.6960000000000001,1.8666666666666667,1.0377358490566038
108,会有🙌，我好多朋友都买了就米家系列的😬，我说这个他们因为我用了之后😅，他们会比如到家里面玩或者怎么样会聊天的时候说他会他会问我😬，那怎么样？😬我觉得还可以😅。我说😬，这个东西性价比挺高的👌，然后质量还不错😬，反正用的话没问题😬，你其他的那个第一端的那个松下的也要900多吧😬。我说效果还没有这个好😅，因为我去那个苏宁看过他的那个噪音要大一点😅，,0.4560197663971249,0.2597484276729559,0.0,0.0,0.32520060998410477,0.19933257195780654
109,线下去体验了一下👀，,-1.0679245283018868,-0.830817610062893,0.4570000000000001,0.4570000000000001,0.365489840348331,0.3819049346879536
110, 😬去看了的😬，app不在吗？😬,0.41069182389937103,0.41572327044025154,0.0,0.0,0.02843251088534107,0.028780841799709724
111,不太常用？🙊是吗？🙊,-0.12044025157232705,0.14371069182389934,0.0,0.426,-0.008338171262699564,0.4195645863570392
112,夏天才用🔫。因为那个我却没找到他的那个遥控器🤚，我觉得不太方便用🤚，因为你每次要对准他用🤚，然后我这个app🤚，我坐在客厅里面或者在什么地方或者在在外面🤚，我就先把空调打开🤚，回家了🤚，就凉快了🤚，我觉得这个还是挺方便的🤚。,-0.11547169811320752,0.2761635220125786,-0.215,0.211,-0.30990045960328977,0.27190336236090956
113,那就是这两样有控制到其他的🙏，有吗？👏,1.5896226415094339,1.1908805031446539,0.5,0.5,1.130503144654088,0.9341689128481581
114,还有灯嘛👀，灯的话是主要是小夜灯👀，就是晚上👀，他妈妈起来要喂奶的时候的话需要开小夜灯👀，又可以定时吗？👀然后定时然后可以调节亮度👀，所以他无极调节的👀，所以一般晚上都会把灯光调得特别暗👀，这个我觉得还是挺方便的👀，因为他定时我觉得功能特别好👀，就说你到了晚上👀，我现在设定的是晚上10点半👀，那就开什么样？👀到第二天早上7点🤚，他就自动关了👀，就也省电嘛👀，对🙏,0.38950829045168667,0.42287021154945686,0.4570000000000001,0.4570000000000001,0.36672373224260024,0.5038060210230022
115,这蛮好👍。那像刚刚说的这些小米系的产品👏，除了这个空气净化器名优🙏，先推荐还有哪些你去优先推荐的👀。,1.3036163522012578,0.8619496855345912,0.5,0.5,1.1545777178796048,0.8461725067385445
116,"其他的都没有主动去推荐😅。就是说如果朋友问着的话🤚，他问好不😬，我肯定还是说还是可以😬。就说没有主动会去给别人推荐😅,因为我觉得这个东西你还是说有需求的时候别人问你咨询吗？😅",0.12327044025157238,0.22596585804132974,0.0,0.0,0.12896919568763654,0.0941173799978445
117,那买米兔的时候有比较其他家的吗？🙏还是就看到小米有就买小米👀,0.7474842767295596,0.8814465408805031,0.5,0.5,0.5402605570530099,0.5517430368373765
118,当时好像还看过那个天猫精灵😴。但是觉得好像是他的🤚，我觉得他可能会内容会可能会少一点🤚，所以就当时而且他外形🤚，我觉得没有这个米兔的好看的时候🤚。,-0.12421383647798741,-0.2719077568134172,-0.215,0.211,-0.21078354297693921,-0.22788522012578616
119,什么时候？🤚,0.41069182389937103,0.41572327044025154,-0.239,0.239,-0.20137518142235125,0.258588534107402
120,好久了🙈。但是今年年初还是几月份呢😬，都忘了👀。好像是6个月以前👀,0.23349056603773588,0.14874213836477987,0.4570000000000001,0.4570000000000001,0.4508805031446541,0.4254559748427673
121,你看的天猫精灵是哪一款？🤚,0.41069182389937103,0.41572327044025154,-0.45399999999999996,0.023999999999999994,-0.25512578616352194,0.14471698113207546
122,这是那个方糖👀，然后觉得外形好像没有这个好看😕。,0.12075471698113205,0.09654088050314458,-0.215,0.211,-0.14294025157232704,0.2047955974842767
123, 👀你知道到天猫精灵有一款故事机?👀,0.41069182389937103,0.41572327044025154,0.5,0.5,0.511392632524708,0.5118238993710692
124, 😬应该是才出的话😬，当时应该没有吧🙅，当时没有今年今年5月份出的😴。,-0.41792452830188676,-0.42940251572327043,-0.215,0.211,-0.29607311320754715,-0.4362067610062893
125,但是为什么会觉得天猫精灵内容上？🤚,1.5251572327044025,1.082389937106918,-0.215,0.211,-0.10114296081277213,0.27781930333817123
